Date,GS,JPM,KO,MA,PEP,V
2023-12-04,337.759765625,151.84115600585938,56.019554138183594,404.09625244140625,160.69215393066406,251.2257080078125
2023-12-05,330.3741149902344,151.8219451904297,56.10563659667969,404.5516357421875,159.5520782470703,251.3935546875
2023-12-06,330.5867614746094,150.22654724121094,56.048248291015625,406.2245178222656,159.1435546875,251.0775909423828
2023-12-07,333.1485595703125,150.68785095214844,56.18215560913086,408.9664306640625,159.09605407714844,252.58828735351562
2023-12-08,339.1518249511719,152.3505401611328,56.05781555175781,407.98651123046875,157.40496826171875,252.50927734375
2023-12-11,340.0508728027344,152.907958984375,56.46908950805664,411.5005187988281,159.43807983398438,253.2794189453125
2023-12-12,340.87255859375,154.27268981933594,56.83253860473633,416.489501953125,160.05560302734375,256.2810363769531
2023-12-13,350.6557312011719,154.79168701171875,57.320335388183594,420.37969970703125,163.41879272460938,259.0654296875
2023-12-14,370.7053527832031,157.60765075683594,56.46908950805664,414.3216552734375,159.84658813476562,255.4615020751953
2023-12-15,367.8438415527344,158.79937744140625,56.048248291015625,414.3315734863281,158.65904235839844,254.7703857421875
2023-12-18,363.87066650390625,159.7604522705078,56.4499626159668,420.1322326660156,160.4736328125,255.10604858398438
2023-12-19,369.71929931640625,161.89407348632812,56.26823806762695,421.1617431640625,159.56158447265625,256.70556640625
2023-12-20,364.953369140625,160.06802368164062,55.10135269165039,415.20263671875,157.41445922851562,253.86196899414062
2023-12-21,367.90191650390625,160.98104858398438,55.464813232421875,419.15228271484375,158.63052368164062,256.2612609863281
2023-12-22,367.9792175292969,160.88491821289062,55.78044128417969,419.80560302734375,159.30506896972656,255.16529846191406
2023-12-26,368.9072265625,161.83641052246094,56.00999069213867,419.37994384765625,160.42611694335938,255.8860626220703
2023-12-27,371.6817321777344,162.80709838867188,56.15345764160156,420.0628967285156,160.9391326904297,255.65896606445312
2023-12-28,373.5474853515625,163.6720733642578,56.191715240478516,422.00311279296875,160.9296417236328,257.11041259765625
2023-12-29,372.9287414550781,163.4798583984375,56.3638801574707,422.191162109375,161.357177734375,257.0610656738281
2024-01-02,375.3745422363281,165.38278198242188,57.21512222290039,417.6179504394531,164.27383422851562,255.59976196289062
2024-01-03,369.0812683105469,164.66200256347656,57.34902572631836,414.5295104980469,164.3118438720703,254.7210235595703
2024-01-04,370.2026672363281,165.75469970703125,57.15773010253906,415.5193786621094,162.90576171875,256.33038330078125
2024-01-05,373.5764465332031,166.58633422851562,57.07164764404297,415.1730041503906,160.50213623046875,256.4093933105469
2024-01-08,375.9159240722656,166.34457397460938,57.492496490478516,418.36541748046875,160.66363525390625,259.223388671875
2024-01-09,370.96636962890625,165.02944946289062,57.38728332519531,418.9801025390625,158.82052612304688,260.0033874511719
2024-01-10,369.2456359863281,165.3775634765625,57.57857894897461,424.60150146484375,158.58303833007812,261.2178649902344
2024-01-11,367.1091613769531,164.6813201904297,57.20555877685547,423.0647888183594,157.8324737548828,260.69451904296875
2024-01-12,365.1757507324219,163.4725799560547,57.76030349731445,425.4244079589844,158.91555786132812,260.8327941894531
2024-01-16,367.7859191894531,162.44754028320312,57.377723693847656,424.6808166503906,157.87046813964844,261.8892822265625
2024-01-17,364.6247253417969,161.57723999023438,57.377723693847656,423.7587890625,158.12701416015625,263.2616882324219
2024-01-18,364.36370849609375,161.89633178710938,57.54031753540039,427.030517578125,158.82052612304688,264.75262451171875
2024-01-19,369.4776306152344,164.6909942626953,57.22468948364258,433.03863525390625,157.4999542236328,267.4777526855469
2024-01-22,373.1124572753906,164.4976043701172,56.976009368896484,435.9831848144531,156.86343383789062,267.7740173339844
2024-01-23,368.09521484375,163.41453552246094,57.24381637573242,435.001708984375,159.26707458496094,267.833251953125
2024-01-24,366.77081298828125,164.87474060058594,56.344749450683594,434.942138671875,157.32894897460938,268.2182922363281
2024-01-25,369.96099853515625,167.23423767089844,56.5838623046875,433.0584716796875,158.24099731445312,269.1661682128906
2024-01-26,365.21441650390625,166.5959930419922,56.78471755981445,434.7736511230469,159.47607421875,264.55517578125
2024-01-29,367.8921813964844,167.03115844726562,57.12904357910156,436.8060302734375,159.75157165527344,270.202880859375
2024-01-30,373.99212646484375,170.45436096191406,57.29164123535156,441.3765869140625,161.14817810058594,273.6488037109375
2024-01-31,371.2273864746094,168.6073760986328,56.89949417114258,445.3819580078125,160.11260986328125,269.8079528808594
2024-02-01,371.0726623535156,167.99818420410156,58.324607849121094,456.9718322753906,163.12428283691406,273.550048828125
2024-02-02,374.9491882324219,168.96514892578125,57.903770446777344,456.634765625,162.4307403564453,273.6784362792969
2024-02-05,370.2702941894531,168.7427520751953,57.42554473876953,452.84747314453125,162.38323974609375,272.0986328125
2024-02-06,372.1747741699219,169.32296752929688,57.32989501953125,456.5553894042969,162.85826110839844,273.2637939453125
2024-02-07,373.7891540527344,169.64207458496094,57.377723693847656,457.953369140625,162.90576171875,275.86053466796875
2024-02-08,372.22308349609375,169.03285217285156,57.22468948364258,454.3346252441406,165.16690063476562,272.80389404296875
2024-02-09,371.4690246582031,169.2359161376953,56.96644592285156,453.9578552246094,159.29556274414062,273.4468688964844
2024-02-12,379.5700988769531,169.99017333984375,57.10034942626953,454.7807922363281,162.08872985839844,272.1015319824219
2024-02-13,366.1424255371094,168.5106658935547,56.765586853027344,456.5157470703125,160.44515991210938,272.8335266113281
2024-02-14,365.45611572265625,170.22227478027344,56.70820236206055,461.2052917480469,159.15306091308594,274.564697265625
2024-02-15,372.5904235839844,173.93557739257812,56.813411712646484,467.2430725097656,159.47607421875,277.94775390625
2024-02-16,371.64306640625,173.12327575683594,56.80385208129883,464.12005615234375,158.01300048828125,275.5538330078125
2024-02-20,371.7203674316406,173.80020141601562,58.05680465698242,447.88037109375,160.22662353515625,272.1806640625
2024-02-21,375.3455505371094,174.9315948486328,58.57329177856445,455.11785888671875,160.3976287841797,273.7733154296875
2024-02-22,377.4723205566406,177.02999877929688,58.48721694946289,467.5207214355469,159.84658813476562,280.6878356933594
2024-02-23,378.03302001953125,177.91966247558594,58.5350341796875,469.3647766113281,161.12916564941406,280.5394592285156
2024-02-26,377.2306213378906,177.31044006347656,58.06636428833008,470.4454345703125,159.8560791015625,281.0835266113281
2024-02-27,377.8009948730469,177.3974609375,57.71247863769531,470.683349609375,159.76107788085938,280.1141052246094
2024-02-28,382.78564453125,178.2967987060547,57.76986312866211,474.748291015625,158.68753051757812,282.547607421875
2024-02-29,378.7648010253906,179.92135620117188,57.40641403198242,470.6933288574219,158.28067016601562,279.58984375
2024-03-01,377.8399658203125,179.1767578125,56.9377555847168,472.5472717285156,157.56268310546875,280.1042175292969
2024-03-04,381.8802490234375,180.5208740234375,57.20555877685547,464.47698974609375,158.3094024658203,277.5025939941406
2024-03-05,380.5756530761719,182.32919311523438,56.928184509277344,463.5152893066406,155.12155151367188,276.36505126953125
2024-03-06,379.2711181640625,183.27687072753906,56.956878662109375,467.5603942871094,156.0405731201172,277.4037170410156
2024-03-07,378.1612243652344,181.67164611816406,56.85166931152344,463.53515625,156.14588928222656,275.25714111328125
2024-03-08,376.75927734375,182.0100860595703,56.928184509277344,465.2403869628906,156.0884552001953,277.0179138183594
2024-03-11,375.95123291015625,182.0777587890625,57.61683654785156,465.14129638671875,157.69671630859375,277.5323181152344
2024-03-12,377.9178466796875,183.57662963867188,57.86551284790039,468.8194885253906,157.51483154296875,280.8560485839844
2024-03-13,381.9386901855469,185.06585693359375,58.45851135253906,471.5359802246094,158.24240112304688,282.0628662109375
2024-03-14,378.33648681640625,181.76834106445312,58.32836151123047,475.3728332519531,157.7445831298828,283.31915283203125
2024-03-15,376.9734802246094,184.021484375,57.730613708496094,471.75408935546875,157.6297149658203,279.98553466796875
2024-03-18,374.2085876464844,186.30360412597656,57.97164535522461,474.7879333496094,163.94790649414062,281.9737854003906
2024-03-19,378.3851623535156,187.39633178710938,58.06804656982422,479.8541259765625,164.46487426757812,284.2489929199219
2024-03-20,385.9886779785156,189.85255432128906,58.56938934326172,483.8595275878906,164.5222930908203,286.1581726074219
2024-03-21,402.77288818359375,192.492431640625,58.2994384765625,484.4543762207031,165.0871124267578,287.2364501953125
2024-03-22,396.0650939941406,190.13294982910156,58.318721771240234,477.5440979003906,164.6754608154297,280.2031555175781
2024-03-25,394.2347717285156,188.392333984375,58.23195266723633,471.9623107910156,165.23069763183594,278.17529296875
2024-03-26,395.44195556640625,189.2722930908203,58.36692810058594,472.7158203125,165.3551483154297,277.57183837890625
2024-03-27,404.272216796875,192.93728637695312,58.83933639526367,473.85595703125,166.1593017578125,276.0089111328125
2024-03-28,406.647705078125,193.6915283203125,58.98395538330078,477.4449462890625,167.53778076171875,276.0682373046875
2024-04-01,402.57818603515625,192.37640380859375,58.50189971923828,474.3020935058594,165.594482421875,275.2768859863281
2024-04-02,399.3070068359375,192.29908752441406,57.99092483520508,475.3233337402344,164.12020874023438,275.4351501464844
2024-04-03,403.05523681640625,191.7575225830078,57.68241500854492,473.3305358886719,162.4353790283203,273.97113037109375
2024-04-04,395.5101318359375,190.29855346679688,57.17143249511719,465.74603271484375,162.4066619873047,271.0431213378906
2024-04-05,397.28204345703125,192.04931640625,57.37389373779297,473.06280517578125,161.91844177246094,274.14923095703125
2024-04-08,399.6867370605469,193.05113220214844,57.142513275146484,475.4058532714844,162.33966064453125,274.76251220703125
2024-04-09,399.85223388671875,191.7575225830078,57.57636642456055,468.76397705078125,163.32566833496094,273.7337341308594
2024-04-10,390.1653137207031,190.1234893798828,56.80507278442383,465.7954406738281,161.73654174804688,271.51788330078125
2024-04-11,386.97198486328125,190.08456420898438,56.9304084777832,464.9416198730469,161.17173767089844,272.7049255371094
2024-04-12,379.19317626953125,177.790283203125,56.188045501708984,462.03271484375,160.92283630371094,272.9819030761719
2024-04-15,390.2821044921875,177.88755798339844,56.053070068359375,456.4829406738281,159.82191467285156,268.3523864746094
2024-04-16,386.36834716796875,175.85475158691406,55.975948333740234,456.5127258300781,160.3484344482422,268.4216613769531
2024-04-17,393.2320556640625,175.15444946289062,56.4097900390625,456.8502502441406,162.243896484375,269.7471923828125
2024-04-18,392.453125,176.29241943359375,56.795433044433594,451.4295349121094,164.914794921875,268.4414367675781
2024-04-19,393.319580078125,180.71795654296875,58.01020431518555,452.11456298828125,166.6953887939453,266.8686218261719
2024-04-22,406.3166809082031,184.22923278808594,58.37656784057617,453.4648132324219,168.9259033203125,269.39111328125
2024-04-23,412.7909240722656,186.88455200195312,58.46333694458008,459.49114990234375,163.9096221923828,271.15191650390625
2024-04-24,411.85626220703125,187.79884338378906,59.340675354003906,459.1734313964844,169.83535766601562,272.0520935058594
2024-04-25,408.9452819824219,188.08090209960938,59.52385711669922,458.7862243652344,169.13650512695312,272.1905517578125
2024-04-26,416.2665100097656,188.19764709472656,59.52385711669922,459.0940246582031,168.08348083496094,271.5574645996094
2024-04-29,419.4208679199219,187.9933624267578,59.813087463378906,453.8122863769531,168.6195526123047,268.9064025878906
2024-04-30,415.42926025390625,186.49549865722656,59.552772521972656,447.95477294921875,168.39938354492188,265.7112121582031
2024-05-01,415.66290283203125,186.61221313476562,59.707035064697266,438.890380859375,167.6718292236328,264.4351501464844
2024-05-02,421.1343688964844,186.4176788330078,59.76487731933594,437.9273376464844,167.95901489257812,264.7220153808594
2024-05-03,426.59600830078125,185.2991485595703,59.93841552734375,440.3894958496094,168.6291046142578,265.5925598144531
2024-05-06,431.9408874511719,186.74839782714844,60.1119499206543,446.13787841796875,168.313232421875,269.72747802734375
2024-05-07,432.0674133300781,186.50521850585938,60.37226104736328,449.8013000488281,170.41929626464844,273.4765319824219
2024-05-08,435.1341857910156,190.29855346679688,60.5940055847168,451.4990234375,169.83535766601562,274.19866943359375
2024-05-09,443.5165710449219,192.0979461669922,60.62293243408203,452.2138366699219,170.45758056640625,275.53411865234375
2024-05-10,442.70849609375,193.33323669433594,60.989288330078125,453.69317626953125,172.11373901367188,277.7103576660156
2024-05-13,441.56939697265625,193.2943115234375,61.29780578613281,454.4675598144531,173.1763153076172,276.37493896484375
2024-05-14,446.349609375,195.99826049804688,60.83503723144531,450.9331359863281,172.1903076171875,274.7427062988281
2024-05-15,453.7681884765625,196.5818634033203,60.86396408081055,454.705810546875,171.79782104492188,278.462158203125
2024-05-16,452.23968505859375,196.9320068359375,61.04713821411133,455.5695495605469,175.29197692871094,277.33233642578125
2024-05-17,455.35504150390625,199.1885528564453,60.76754379272461,456.9594421386719,174.41123962402344,277.59002685546875
2024-05-20,450.70147705078125,190.23046875,60.324058532714844,456.3538818359375,172.61151123046875,276.0440368652344
2024-05-21,457.9739685058594,194.06272888183594,60.651859283447266,455.7978820800781,173.34864807128906,273.47723388671875
2024-05-22,450.1562805175781,192.8857879638672,60.738624572753906,453.2364501953125,174.31552124023438,273.11053466796875
2024-05-23,446.0380859375,191.53382873535156,59.861289978027344,447.964599609375,171.6159210205078,271.77264404296875
2024-05-24,448.98797607421875,195.22015380859375,59.77452087402344,447.93487548828125,170.39056396484375,272.0303039550781
2024-05-28,447.6541748046875,194.0432586669922,59.600982666015625,441.8786926269531,165.97740173339844,268.5517578125
2024-05-29,445.083984375,192.69125366210938,59.48529052734375,439.2875061035156,163.84262084960938,266.45074462890625
2024-05-30,440.9800720214844,193.87789916992188,59.7455940246582,438.920166015625,163.20120239257812,268.8688659667969
2024-05-31,447.1408386230469,197.087646484375,60.671138763427734,443.8544006347656,165.51788330078125,270.01849365234375
2024-06-03,445.6324768066406,196.29978942871094,60.671138763427734,440.0023193359375,163.919189453125,267.9571533203125
2024-06-04,445.94586181640625,193.71255493164062,61.64488220214844,441.5709533691406,166.46560668945312,269.9788818359375
2024-06-05,452.1947937011719,191.864501953125,61.62560272216797,443.4473571777344,166.08270263671875,272.0401916503906
2024-06-06,448.6883850097656,191.5240936279297,61.84734344482422,445.4528503417969,165.8050994873047,274.55743408203125
2024-06-07,445.56390380859375,194.48092651367188,61.615962982177734,446.5548400878906,165.02838134765625,276.1728820800781
2024-06-10,444.2318115234375,194.15025329589844,61.30744934082031,446.0187072753906,160.06903076171875,272.57537841796875
2024-06-11,435.14251708984375,189.04383850097656,61.268882751464844,445.8102111816406,159.26820373535156,272.2087097167969
2024-06-12,439.48150634765625,186.29122924804688,60.62293243408203,439.81365966796875,158.07177734375,267.897705078125
