,JPM-GS,JPM-GS,JPM-GS,JPM-GS,JPM-GS,JPM-GS,JPM-GS,JPM-GS,JPM-GS,PEP-KO,PEP-KO,PEP-KO,PEP-KO,PEP-KO,PEP-KO,PEP-KO,PEP-KO,PEP-KO,V-MA,V-MA,V-MA,V-MA,V-MA,V-MA,V-MA,V-MA,V-MA
,JPM position,GS position,JPM Holding PnL,GS Holding PnL,JPM Trading costs,GS Trading costs,JPM PnL,GS PnL,JPM-GS total PnL,PEP position,KO position,PEP Holding PnL,KO Holding PnL,PEP Trading costs,KO Trading costs,PEP PnL,KO PnL,PEP-KO total PnL,V position,MA position,V Holding PnL,MA Holding PnL,V Trading costs,MA Trading costs,V PnL,MA PnL,V-MA total PnL
2024-06-28 00:00:00,37.0,-7.0,2398.75,-1014.75,0.0,0.25,2398.75,-1015.0,1383.75,37.0,-64.0,-563.16,-277.09,0.0,0.44,-563.16,-277.53,-840.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 00:00:00,37.0,-7.0,2534.94,-1091.1,0.0,0.25,2534.94,-1091.35,1443.59,37.0,-64.0,-548.69,-288.42,0.0,0.43,-548.69,-288.86,-837.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 00:00:00,37.0,-7.0,2486.89,-1041.7,0.0,0.26,2486.89,-1041.96,1444.93,37.0,-64.0,-530.29,-310.47,0.0,0.43,-530.29,-310.9,-841.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 00:00:00,0.0,0.0,2411.38,-1061.2,7.51,3.46,2403.87,-1064.66,1339.21,37.0,-64.0,-611.7,-309.61,0.0,0.43,-611.7,-310.04,-921.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-560.96,-314.66,0.0,0.43,-560.96,-315.09,-876.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-675.95,-237.8,0.0,0.44,-675.95,-238.24,-914.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-684.49,-249.33,0.0,0.43,-684.49,-249.76,-934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-502.22,-306.23,0.0,0.43,-502.22,-306.66,-808.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-531.63,-350.14,0.0,0.43,-531.63,-350.56,-882.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-64.0,-433.8,-374.79,0.0,0.43,-433.8,-375.22,-809.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15 00:00:00,33.0,-6.0,0.0,0.0,6.78,2.89,-6.78,-2.89,-9.67,37.0,-64.0,-495.7,-337.48,0.0,0.43,-495.7,-337.91,-833.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16 00:00:00,33.0,-6.0,2207.71,-1080.84,0.0,0.22,2207.71,-1081.07,1126.64,37.0,-64.0,-614.61,-360.23,0.0,0.43,-614.61,-360.66,-975.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-17 00:00:00,33.0,-6.0,2284.27,-1090.11,0.0,0.22,2284.27,-1090.33,1193.93,37.0,-64.0,-455.03,-385.54,0.0,0.44,-455.03,-385.98,-841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18 00:00:00,33.0,-6.0,1948.24,-990.5,0.0,0.22,1948.24,-990.72,957.52,37.0,-64.0,-348.52,-389.72,0.0,0.44,-348.52,-390.15,-738.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19 00:00:00,33.0,-6.0,1932.97,-925.52,0.0,0.23,1932.97,-925.75,1007.21,37.0,-64.0,-343.69,-410.4,0.0,0.43,-343.69,-410.83,-754.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22 00:00:00,33.0,-6.0,1930.53,-919.21,0.0,0.23,1930.53,-919.44,1011.09,37.0,-64.0,-467.08,-313.59,0.0,0.44,-467.08,-314.03,-781.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-23 00:00:00,33.0,-6.0,1872.32,-890.41,0.0,0.24,1872.32,-890.65,981.67,37.0,-64.0,-621.66,-280.22,0.0,0.45,-621.66,-280.67,-902.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-24 00:00:00,33.0,-6.0,1853.95,-852.11,0.0,0.24,1853.95,-852.35,1001.6,37.0,-64.0,-583.98,-330.06,0.0,0.45,-583.98,-330.51,-914.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25 00:00:00,33.0,-6.0,1760.5,-841.79,0.0,0.24,1760.5,-842.03,918.47,37.0,-64.0,-508.57,-345.02,0.0,0.45,-508.57,-345.47,-854.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26 00:00:00,33.0,-6.0,1912.87,-908.94,0.0,0.24,1912.87,-909.18,1003.7,37.0,-64.0,-462.05,-418.61,0.0,0.45,-462.05,-419.06,-881.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 00:00:00,33.0,-6.0,1838.42,-855.54,0.0,0.24,1838.42,-855.78,982.64,37.0,-64.0,-453.94,-356.73,0.0,0.45,-453.94,-357.18,-811.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30 00:00:00,33.0,-6.0,2033.27,-949.04,0.0,0.24,2033.27,-949.28,1083.99,37.0,-64.0,-348.66,-446.34,0.0,0.45,-348.66,-446.79,-795.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31 00:00:00,33.0,-6.0,1928.12,-976.09,0.0,0.24,1928.12,-976.33,951.78,37.0,-64.0,-428.53,-385.48,0.0,0.45,-428.53,-385.93,-814.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01 00:00:00,33.0,-6.0,1738.85,-908.67,0.0,0.24,1738.85,-908.91,829.94,37.0,-64.0,-248.05,-494.48,0.0,0.44,-248.05,-494.92,-742.97,19.0,-10.0,0.0,0.0,5.01,4.6,-5.01,-4.6,-9.61
2024-08-02 00:00:00,33.0,-6.0,1478.74,-724.87,0.0,0.24,1478.74,-725.11,753.63,37.0,-64.0,-115.92,-589.31,0.0,0.44,-115.92,-589.75,-705.67,19.0,-10.0,539.35,-668.96,0.0,0.47,539.35,-669.43,-130.08
2024-08-05 00:00:00,33.0,-6.0,1397.93,-694.35,0.0,0.24,1397.93,-694.59,703.34,37.0,-64.0,-310.34,-501.38,0.0,0.44,-310.34,-501.82,-812.16,19.0,-10.0,389.89,-539.59,0.0,0.46,389.89,-540.05,-150.16
2024-08-06 00:00:00,33.0,-6.0,1543.6,-748.42,0.0,0.24,1543.6,-748.66,794.94,37.0,-64.0,-324.45,-517.55,0.0,0.44,-324.45,-517.99,-842.44,19.0,-10.0,401.74,-572.68,0.0,0.46,401.74,-573.14,-171.4
2024-08-07 00:00:00,33.0,-6.0,1555.92,-764.47,0.0,0.24,1555.92,-764.71,791.21,37.0,-64.0,-262.14,-599.08,0.0,0.44,-262.14,-599.51,-861.65,19.0,-10.0,364.68,-604.4,0.0,0.46,364.68,-604.86,-240.18
2024-08-08 00:00:00,33.0,-6.0,1650.75,-826.11,0.0,0.24,1650.75,-826.35,824.41,37.0,-64.0,-320.77,-586.95,0.0,0.44,-320.77,-587.38,-908.15,19.0,-10.0,379.92,-606.91,0.0,0.47,379.92,-607.37,-227.45
2024-08-09 00:00:00,33.0,-6.0,1734.62,-894.14,0.0,0.24,1734.62,-894.38,840.24,37.0,-64.0,-235.18,-600.1,0.0,0.44,-235.18,-600.54,-835.72,19.0,-10.0,429.89,-655.21,0.0,0.46,429.89,-655.67,-225.78
2024-08-12 00:00:00,33.0,-6.0,1813.0,-897.95,0.0,0.23,1813.0,-898.18,914.82,37.0,-64.0,-253.87,-559.95,0.0,0.44,-253.87,-560.39,-814.26,19.0,-10.0,423.56,-639.63,0.0,0.46,423.56,-640.09,-216.53
2024-08-13 00:00:00,33.0,-6.0,1876.73,-948.86,0.0,0.23,1876.73,-949.09,927.64,37.0,-64.0,-211.99,-586.42,0.0,0.44,-211.99,-586.86,-798.85,19.0,-10.0,412.18,-641.82,0.0,0.47,412.18,-642.29,-230.11
2024-08-14 00:00:00,33.0,-6.0,1922.94,-986.7,0.0,0.23,1922.94,-986.93,936.01,37.0,-64.0,-174.2,-578.82,0.0,0.44,-174.2,-579.26,-753.46,19.0,-10.0,433.48,-671.12,0.0,0.46,433.48,-671.59,-238.11
2024-08-15 00:00:00,33.0,-6.0,1955.15,-1005.64,0.0,0.23,1955.15,-1005.87,949.27,37.0,-64.0,-202.13,-600.65,0.0,0.44,-202.13,-601.08,-803.21,19.0,-10.0,486.73,-720.55,0.0,0.47,486.73,-721.02,-234.29
2024-08-16 00:00:00,33.0,-6.0,2157.3,-1067.99,0.0,0.23,2157.3,-1068.21,1089.08,37.0,-64.0,-119.92,-658.31,0.0,0.43,-119.92,-658.74,-778.66,19.0,-10.0,555.15,-763.06,0.0,0.46,555.15,-763.53,-208.38
2024-08-19 00:00:00,33.0,-6.0,2225.21,-1088.14,0.0,0.22,2225.21,-1088.37,1136.85,37.0,-64.0,-72.23,-645.27,0.0,0.43,-72.23,-645.7,-717.93,19.0,-10.0,548.09,-744.96,0.0,0.46,548.09,-745.43,-197.34
2024-08-20 00:00:00,33.0,-6.0,2244.31,-1054.08,0.0,0.22,2244.31,-1054.3,1190.01,37.0,-64.0,95.85,-662.31,0.0,0.43,95.85,-662.74,-566.89,19.0,-10.0,613.65,-783.54,0.0,0.46,613.65,-784.0,-170.35
2024-08-21 00:00:00,33.0,-6.0,2236.19,-1063.69,0.0,0.22,2236.19,-1063.91,1172.28,0.0,0.0,82.36,-653.64,6.25,4.76,76.1,-658.4,-582.3,19.0,-10.0,601.69,-776.85,0.0,0.46,601.69,-777.31,-175.62
2024-08-22 00:00:00,33.0,-6.0,2285.65,-1087.64,0.0,0.22,2285.65,-1087.86,1197.79,35.0,-59.0,0.0,0.0,5.93,3.97,-5.93,-3.97,-9.91,19.0,-10.0,572.64,-774.82,0.0,0.46,572.64,-775.29,-202.65
2024-08-23 00:00:00,0.0,0.0,2437.47,-1174.88,7.05,3.21,2430.43,-1178.09,1252.34,35.0,-59.0,181.46,-664.62,0.0,0.4,181.46,-665.01,-483.55,19.0,-10.0,542.42,-705.3,0.0,0.47,542.42,-705.76,-163.34
2024-08-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,105.54,-713.14,0.0,0.4,105.54,-713.54,-608.0,19.0,-10.0,524.57,-695.34,0.0,0.47,524.57,-695.81,-171.25
2024-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,113.71,-759.86,0.0,0.4,113.71,-760.26,-646.55,19.0,-10.0,624.9,-791.99,0.0,0.47,624.9,-792.46,-167.55
2024-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,-6.29,-758.64,0.0,0.4,-6.29,-759.04,-765.34,19.0,-10.0,538.0,-708.67,0.0,0.47,538.0,-709.15,-171.15
2024-08-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,-95.29,-766.4,0.0,0.4,-95.29,-766.8,-862.09,19.0,-10.0,611.21,-753.18,0.0,0.48,611.21,-753.66,-142.46
2024-08-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,-90.9,-793.8,0.0,0.4,-90.9,-794.2,-885.1,19.0,-10.0,621.62,-736.83,0.0,0.48,621.62,-737.31,-115.69
2024-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,61.56,-826.43,0.0,0.4,61.56,-826.83,-765.27,19.0,-10.0,645.9,-702.36,0.0,0.49,645.9,-702.84,-56.95
2024-09-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,157.19,-836.18,0.0,0.4,157.19,-836.57,-679.39,19.0,-10.0,692.98,-725.05,0.0,0.49,692.98,-725.54,-32.55
2024-09-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,269.33,-785.38,0.0,0.39,269.33,-785.77,-516.45,19.0,-10.0,612.21,-638.62,0.0,0.49,612.21,-639.11,-26.9
2024-09-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,287.02,-810.88,0.0,0.39,287.02,-811.27,-524.25,19.0,-10.0,678.22,-666.52,0.0,0.48,678.22,-667.01,11.21
2024-09-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,297.13,-853.8,0.0,0.39,297.13,-854.19,-557.06,19.0,-10.0,780.6,-758.99,0.0,0.49,780.6,-759.47,21.13
2024-09-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,229.09,-861.6,0.0,0.39,229.09,-861.98,-632.89,19.0,-10.0,757.16,-754.0,0.0,0.49,757.16,-754.49,2.67
2024-09-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,164.31,-834.66,0.0,0.39,164.31,-835.04,-670.73,19.0,-10.0,728.32,-753.42,0.0,0.49,728.32,-753.91,-25.59
2024-09-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,126.55,-812.71,0.0,0.39,126.55,-813.1,-686.55,19.0,-10.0,756.23,-774.21,0.0,0.49,756.23,-774.7,-18.47
2024-09-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,152.07,-883.3,0.0,0.39,152.07,-883.69,-731.62,0.0,0.0,792.09,-790.79,5.42,5.4,786.67,-796.18,-9.51
2024-09-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,100.44,-915.35,0.0,0.39,100.44,-915.74,-815.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,37.72,-871.16,0.0,0.39,37.72,-871.55,-833.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,27.1,-897.39,0.0,0.39,27.1,-897.78,-870.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,23.57,-812.02,0.0,0.39,23.57,-812.4,-788.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20 00:00:00,33.0,-6.0,0.0,0.0,6.81,2.95,-6.81,-2.95,-9.76,35.0,-59.0,-59.87,-877.6,0.0,0.39,-59.87,-877.99,-937.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23 00:00:00,33.0,-6.0,2155.29,-1003.39,0.0,0.23,2155.29,-1003.62,1151.67,35.0,-59.0,-30.2,-868.24,0.0,0.39,-30.2,-868.63,-898.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24 00:00:00,33.0,-6.0,2196.66,-1044.16,0.0,0.23,2196.66,-1044.39,1152.27,35.0,-59.0,-5.72,-895.54,0.0,0.38,-5.72,-895.93,-901.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-25 00:00:00,33.0,-6.0,2195.86,-1017.01,0.0,0.22,2195.86,-1017.23,1178.63,35.0,-59.0,-19.79,-899.11,0.0,0.38,-19.79,-899.49,-919.28,18.0,-10.0,0.0,0.0,4.82,4.87,-4.82,-4.87,-9.69
2024-09-26 00:00:00,33.0,-6.0,2159.96,-1045.71,0.0,0.23,2159.96,-1045.94,1114.02,35.0,-59.0,21.1,-929.82,0.0,0.38,21.1,-930.2,-909.09,0.0,0.0,717.71,-906.21,4.86,5.36,712.85,-911.57,-198.72
2024-09-27 00:00:00,33.0,-6.0,2231.05,-1083.99,0.0,0.22,2231.05,-1084.21,1146.84,35.0,-59.0,91.38,-978.64,0.0,0.38,91.38,-979.01,-887.63,18.0,-10.0,0.0,0.0,4.92,4.91,-4.92,-4.91,-9.83
2024-09-30 00:00:00,33.0,-6.0,2215.91,-1074.65,0.0,0.22,2215.91,-1074.87,1141.04,35.0,-59.0,190.44,-1015.15,0.0,0.37,190.44,-1015.52,-825.09,18.0,-10.0,844.44,-1000.66,0.0,0.47,844.44,-1001.12,-156.69
2024-10-01 00:00:00,33.0,-6.0,2035.64,-1026.75,0.0,0.22,2035.64,-1026.97,1008.66,35.0,-59.0,238.0,-1014.33,0.0,0.37,238.0,-1014.7,-776.7,18.0,-10.0,853.5,-987.17,0.0,0.47,853.5,-987.64,-134.14
2024-10-02 00:00:00,33.0,-6.0,2124.62,-1046.89,0.0,0.22,2124.62,-1047.11,1077.51,35.0,-59.0,177.71,-964.41,0.0,0.37,177.71,-964.78,-787.07,18.0,-10.0,872.04,-1014.01,0.0,0.47,872.04,-1014.47,-142.44
2024-10-03 00:00:00,33.0,-6.0,2097.48,-1041.24,0.0,0.22,2097.48,-1041.46,1056.03,35.0,-59.0,151.91,-964.12,0.0,0.37,151.91,-964.49,-812.58,18.0,-10.0,847.19,-1008.63,0.0,0.47,847.19,-1009.1,-161.91
2024-10-04 00:00:00,33.0,-6.0,2365.96,-1166.02,0.0,0.21,2365.96,-1166.23,1199.73,35.0,-59.0,181.37,-977.51,0.0,0.37,181.37,-977.88,-796.51,18.0,-10.0,909.94,-1083.12,0.0,0.46,909.94,-1083.58,-173.64
2024-10-07 00:00:00,33.0,-6.0,2336.39,-1148.56,0.0,0.21,2336.39,-1148.77,1187.62,35.0,-59.0,115.58,-901.6,0.0,0.37,115.58,-901.97,-786.39,18.0,-10.0,793.2,-992.8,0.0,0.46,793.2,-993.27,-200.07
2024-10-08 00:00:00,33.0,-6.0,2311.52,-1149.15,0.0,0.21,2311.52,-1149.37,1162.15,35.0,-59.0,515.54,-1060.34,0.0,0.35,515.54,-1060.68,-545.15,18.0,-10.0,774.03,-1040.07,0.0,0.46,774.03,-1040.54,-266.51
2024-10-09 00:00:00,33.0,-6.0,2328.45,-1188.66,0.0,0.21,2328.45,-1188.88,1139.57,35.0,-59.0,581.41,-1040.3,0.0,0.35,581.41,-1040.65,-459.24,18.0,-10.0,781.58,-1038.1,0.0,0.47,781.58,-1038.57,-256.99
2024-10-10 00:00:00,33.0,-6.0,2320.08,-1179.28,0.0,0.21,2320.08,-1179.5,1140.58,35.0,-59.0,561.41,-1036.38,0.0,0.35,561.41,-1036.74,-475.33,18.0,-10.0,801.87,-1050.86,0.0,0.47,801.87,-1051.32,-249.45
2024-10-11 00:00:00,33.0,-6.0,2599.04,-1241.22,0.0,0.22,2599.04,-1241.44,1357.6,35.0,-59.0,523.02,-990.47,0.0,0.36,523.02,-990.83,-467.81,18.0,-10.0,770.18,-1037.34,0.0,0.47,770.18,-1037.81,-267.64
2024-10-14 00:00:00,0.0,0.0,2556.88,-1289.42,7.19,3.3,2549.69,-1292.72,1256.96,35.0,-59.0,625.65,-1052.83,0.0,0.36,625.65,-1053.18,-427.53,18.0,-10.0,837.26,-1086.69,0.0,0.47,837.26,-1087.16,-249.9
2024-10-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,768.67,-1103.21,0.0,0.35,768.67,-1103.56,-334.9,18.0,-10.0,792.9,-1091.47,0.0,0.47,792.9,-1091.95,-299.04
2024-10-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-59.0,656.99,-1112.01,0.0,0.35,656.99,-1112.36,-455.37,18.0,-10.0,924.23,-1178.08,0.0,0.47,924.23,-1178.55,-254.33
2024-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.81,-1043.11,5.94,4.39,621.87,-1047.5,-425.63,18.0,-10.0,932.96,-1144.02,0.0,0.47,932.96,-1144.49,-211.53
2024-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,917.03,-1163.66,0.0,0.47,917.03,-1164.14,-247.1
2024-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,915.8,-1235.16,0.0,0.46,915.8,-1235.62,-319.82
2024-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,943.89,-1268.2,0.0,0.46,943.89,-1268.66,-324.77
2024-10-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,933.1,-1309.52,0.0,0.45,933.1,-1309.97,-376.87
2024-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,956.26,-1285.88,0.0,0.45,956.26,-1286.33,-330.08
2024-10-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,874.29,-1221.35,0.0,0.46,874.29,-1221.81,-347.52
2024-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,879.25,-1235.76,0.0,0.46,879.25,-1236.21,-356.96
2024-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,936.74,-1431.54,0.0,0.43,936.74,-1431.97,-495.23
2024-10-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,1120.39,-1510.36,0.0,0.43,1120.39,-1510.79,-390.41
2024-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-10.0,1047.28,-1287.43,0.0,0.44,1047.28,-1287.87,-240.59
2024-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.36,-1333.05,5.2,5.5,1022.16,-1338.56,-316.39
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 00:00:00,29.0,-5.0,0.0,0.0,6.83,2.97,-6.83,-2.97,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 00:00:00,29.0,-5.0,2814.74,-1381.36,0.0,0.18,2814.74,-1381.55,1433.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13 00:00:00,29.0,-5.0,2800.76,-1366.72,0.0,0.19,2800.76,-1366.9,1433.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14 00:00:00,29.0,-5.0,2839.13,-1332.37,0.0,0.19,2839.13,-1332.55,1506.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,9.0,0.0,0.0,4.91,4.66,-4.91,-4.66,-9.57
2024-11-15 00:00:00,29.0,-5.0,2863.16,-1300.03,0.0,0.19,2863.16,-1300.23,1562.93,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-16.0,9.0,-1027.92,1133.73,0.46,0.0,-1028.38,1133.73,105.35
2024-11-18 00:00:00,29.0,-5.0,2818.94,-1278.06,0.0,0.19,2818.94,-1278.26,1540.68,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-16.0,9.0,-1049.55,1138.71,0.47,0.0,-1050.01,1138.71,88.69
2024-11-19 00:00:00,0.0,0.0,2715.92,-1249.96,6.94,3.06,2708.98,-1253.02,1455.97,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-16.0,9.0,-1037.35,1116.86,0.47,0.0,-1037.81,1116.86,79.04
2024-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-65.0,-0.0,0.0,5.86,4.01,-5.86,-4.01,-9.87,-16.0,9.0,-950.71,1026.34,0.47,0.0,-951.18,1026.34,75.17
2024-11-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-65.0,-42.69,-513.9,0.0,0.42,-42.69,-514.32,-557.01,-16.0,9.0,-984.19,1012.76,0.47,0.0,-984.66,1012.76,28.1
